"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
8.67309589876975,0.764217281986373,0.494675067720479,1.47521198408217,0.687594805756589,11.88441877496,66.0287738601133,0.946685720599701,2.91084039112677,0.403474567541602,9.14999437603293,5
7.97554484816474,0.841942527336208,0.161581786775068,2.20478773381827,0.130860904481286,9.01148721020026,22.8873440090545,1.09095343858352,3.25837763764568,0.700779829622724,10.3408312212099,5
9.16042970774957,0.841374255105067,0.227589442035809,2.28800811741372,0.101357278625857,9.97621096170442,102.965824613337,1.03747058992888,2.94774133114308,0.855011315082578,10.2260976054323,6
7.80973966545894,0.453355678011811,0.333985485465782,1.49835979009692,-0.0147148487480646,8.89779598292565,29.2491757648558,0.884893711567505,3.31922588284402,1.23777180358051,9.13975746799031,5
10.476161304994,0.311545596882148,0.618619506305351,1.88415467461675,0.156517523402505,5.91934642638523,23.9520496081476,1.0735100335746,3.07903634326494,0.0798484472596444,10.9548829121805,7
12.458817204345,0.34962195121241,0.328044179933026,2.07480460637908,0.138331800650056,12.0664886014621,28.9793101823504,0.927147507537749,3.01008126258049,0.748799431274074,9.95214274336856,7
6.94227819511052,0.312542110055403,0.302191228693373,2.17767046182995,0.114591758647373,35.9598200686701,126.856120951606,0.896747467828084,2.88464380945407,1.39687331890854,9.52173449454035,5
7.52027238987678,0.484821669876622,-0.0393561886139014,1.22325493868228,0.0602776603370677,9.26379403270406,19.9393023596844,0.915410216392736,3.0051453806488,0.28336207067164,9.35264251686628,4
8.79037632171934,0.814535873649262,0.472203113855232,2.09297634008603,0.332176919152507,27.037556378174,80.8648860414797,1.07771122641181,2.96980455885078,1.27611794772318,9.6222982470835,6
8.13083087486691,0.271226282454189,0.331007218238097,2.07099915828346,0.0327164109644879,34.8389954884105,53.1044492793881,1.197527525578,3.35221127271135,0.144521001750907,12.4041076798496,7
7.0344795123663,0.459874881029482,0.227093207704964,4.44296683416153,0.0856458400825008,19.9740303701601,110.128010938828,1.25800536558226,3.32258613408096,0.393855403833443,10.327498332223,5
10.7539648087519,0.484835850574632,0.629354148095263,2.29612816497933,0.244799048965058,6.85661192746096,18.0272972492301,0.998525443117661,3.07251912431204,0.387741209749438,9.33564499456416,5
